x	y	label	key	clickSelects	showSelected1	group
1.68	77.0170731707317	Luxembourg	Luxembourg	Luxembourg	Luxembourg	114
1.74	77.7707317073171	Luxembourg	Luxembourg	Luxembourg	Luxembourg	114
1.76	77.8731707317073	Luxembourg	Luxembourg	Luxembourg	Luxembourg	114
1.66	77.8243902439025	Luxembourg	Luxembourg	Luxembourg	Luxembourg	114
1.63	77.9658536585366	Luxembourg	Luxembourg	Luxembourg	Luxembourg	114
1.62	77.7268292682927	Luxembourg	Luxembourg	Luxembourg	Luxembourg	114
1.66	79.1219512195122	Luxembourg	Luxembourg	Luxembourg	Luxembourg	114
1.63	79.4317073170732	Luxembourg	Luxembourg	Luxembourg	Luxembourg	114
1.65	79.2878048780488	Luxembourg	Luxembourg	Luxembourg	Luxembourg	114
1.61	79.3829268292683	Luxembourg	Luxembourg	Luxembourg	Luxembourg	114
1.61	80.5390243902439	Luxembourg	Luxembourg	Luxembourg	Luxembourg	114
1.59	80.6365853658537	Luxembourg	Luxembourg	Luxembourg	Luxembourg	114
1.63	80.6317073170732	Luxembourg	Luxembourg	Luxembourg	Luxembourg	114
1.52	80.9878048780488	Luxembourg	Luxembourg	Luxembourg	Luxembourg	114
1.94	69.7868292682927	Latvia	Latvia	Latvia	Latvia	107
1.94	70.0324390243903	Latvia	Latvia	Latvia	Latvia	107
1.91	69.430487804878	Latvia	Latvia	Latvia	Latvia	107
1.85	69.8290243902439	Latvia	Latvia	Latvia	Latvia	107
1.79	71.0280487804878	Latvia	Latvia	Latvia	Latvia	107
1.74	70.7265853658537	Latvia	Latvia	Latvia	Latvia	107
1.76	70.7073170731707	Latvia	Latvia	Latvia	Latvia	107
1.8	70.3939024390244	Latvia	Latvia	Latvia	Latvia	107
1.83	70.0429268292683	Latvia	Latvia	Latvia	Latvia	107
1.88	69.7968292682927	Latvia	Latvia	Latvia	Latvia	107
1.96	69.8353658536586	Latvia	Latvia	Latvia	Latvia	107
2	70.1646341463415	Latvia	Latvia	Latvia	Latvia	107
2	69.8787804878049	Latvia	Latvia	Latvia	Latvia	107
1.98	69.8134146341464	Latvia	Latvia	Latvia	Latvia	107
1.97	69.7409756097561	Latvia	Latvia	Latvia	Latvia	107
1.96	68.9253658536585	Latvia	Latvia	Latvia	Latvia	107
1.93	69.0478048780488	Latvia	Latvia	Latvia	Latvia	107
1.89	69.1046341463415	Latvia	Latvia	Latvia	Latvia	107
1.87	68.9878048780488	Latvia	Latvia	Latvia	Latvia	107
1.87	68.4956097560976	Latvia	Latvia	Latvia	Latvia	107
1.86	68.8085365853659	Latvia	Latvia	Latvia	Latvia	107
1.88	68.7863414634146	Latvia	Latvia	Latvia	Latvia	107
1.97	69.3282926829268	Latvia	Latvia	Latvia	Latvia	107
2.07	69.1190243902439	Latvia	Latvia	Latvia	Latvia	107
2.09	69.1629268292683	Latvia	Latvia	Latvia	Latvia	107
2.08	69.2914634146342	Latvia	Latvia	Latvia	Latvia	107
2.12	70.6224390243903	Latvia	Latvia	Latvia	Latvia	107
2.15	70.6929268292683	Latvia	Latvia	Latvia	Latvia	107
2.11	70.6153658536585	Latvia	Latvia	Latvia	Latvia	107
2.05	70.1553658536586	Latvia	Latvia	Latvia	Latvia	107
2.02	69.2731707317073	Latvia	Latvia	Latvia	Latvia	107
1.86	69.0324390243903	Latvia	Latvia	Latvia	Latvia	107
1.73	68.3960975609756	Latvia	Latvia	Latvia	Latvia	107
1.51	66.7226829268293	Latvia	Latvia	Latvia	Latvia	107
1.39	65.6643902439025	Latvia	Latvia	Latvia	Latvia	107
1.25	66.3912195121951	Latvia	Latvia	Latvia	Latvia	107
1.16	68.7765853658537	Latvia	Latvia	Latvia	Latvia	107
1.11	69.3492682926829	Latvia	Latvia	Latvia	Latvia	107
1.09	69.0121951219512	Latvia	Latvia	Latvia	Latvia	107
1.16	69.7429268292683	Latvia	Latvia	Latvia	Latvia	107
1.24	70.3146341463415	Latvia	Latvia	Latvia	Latvia	107
1.21	70.7609756097561	Latvia	Latvia	Latvia	Latvia	107
1.23	70.9609756097561	Latvia	Latvia	Latvia	Latvia	107
1.29	71.2658536585366	Latvia	Latvia	Latvia	Latvia	107
1.24	72.0268292682927	Latvia	Latvia	Latvia	Latvia	107
1.31	71.3560975609756	Latvia	Latvia	Latvia	Latvia	107
1.35	70.8658536585366	Latvia	Latvia	Latvia	Latvia	107
1.41	71.019512195122	Latvia	Latvia	Latvia	Latvia	107
1.44	72.419512195122	Latvia	Latvia	Latvia	Latvia	107
1.31	73.0804878048781	Latvia	Latvia	Latvia	Latvia	107
1.17	73.4829268292683	Latvia	Latvia	Latvia	Latvia	107
1.34	73.5756097560976	Latvia	Latvia	Latvia	Latvia	107
7.057	46.6787317073171	Libya	Libya	Libya	Libya	111
7.103	47.1752195121951	Libya	Libya	Libya	Libya	111
7.156	47.6686829268293	Libya	Libya	Libya	Libya	111
7.214	48.1600975609756	Libya	Libya	Libya	Libya	111
7.275	48.6494634146341	Libya	Libya	Libya	Libya	111
7.338	49.1322682926829	Libya	Libya	Libya	Libya	111
7.399	49.6000243902439	Libya	Libya	Libya	Libya	111
7.455	50.055756097561	Libya	Libya	Libya	Libya	111
7.505	50.5074634146342	Libya	Libya	Libya	Libya	111
7.545	50.9696829268293	Libya	Libya	Libya	Libya	111
7.573	51.4664390243903	Libya	Libya	Libya	Libya	111
7.586	52.024756097561	Libya	Libya	Libya	Libya	111
7.584	52.6626097560976	Libya	Libya	Libya	Libya	111
7.569	53.3880243902439	Libya	Libya	Libya	Libya	111
7.543	54.2004878048781	Libya	Libya	Libya	Libya	111
7.511	55.093	Libya	Libya	Libya	Libya	111
7.482	56.0490487804878	Libya	Libya	Libya	Libya	111
7.459	57.0401219512195	Libya	Libya	Libya	Libya	111
7.44	58.0401707317073	Libya	Libya	Libya	Libya	111
7.418	59.0341463414634	Libya	Libya	Libya	Libya	111
7.38	60.0124634146342	Libya	Libya	Libya	Libya	111
7.308	60.9770487804878	Libya	Libya	Libya	Libya	111
7.189	61.9303414634146	Libya	Libya	Libya	Libya	111
7.017	62.8713658536585	Libya	Libya	Libya	Libya	111
6.79	63.7896585365854	Libya	Libya	Libya	Libya	111
6.513	64.6663170731707	Libya	Libya	Libya	Libya	111
6.194	65.4834390243903	Libya	Libya	Libya	Libya	111
5.851	66.2321707317073	Libya	Libya	Libya	Libya	111
5.5	66.9110731707317	Libya	Libya	Libya	Libya	111
5.154	67.5221951219512	Libya	Libya	Libya	Libya	111
4.826	68.0800243902439	Libya	Libya	Libya	Libya	111
4.521	68.605	Libya	Libya	Libya	Libya	111
4.241	69.1180243902439	Libya	Libya	Libya	Libya	111
3.988	69.6310487804878	Libya	Libya	Libya	Libya	111
3.764	70.1460731707317	Libya	Libya	Libya	Libya	111
3.575	70.6531219512195	Libya	Libya	Libya	Libya	111
3.423	71.1337804878049	Libya	Libya	Libya	Libya	111
3.302	71.5680975609756	Libya	Libya	Libya	Libya	111
3.207	71.9441219512195	Libya	Libya	Libya	Libya	111
3.135	72.2628536585366	Libya	Libya	Libya	Libya	111
3.079	72.530756097561	Libya	Libya	Libya	Libya	111
3.034	72.7628048780488	Libya	Libya	Libya	Libya	111
2.994	72.9769268292683	Libya	Libya	Libya	Libya	111
2.955	73.1895609756098	Libya	Libya	Libya	Libya	111
2.913	73.4071951219512	Libya	Libya	Libya	Libya	111
2.865	73.6352926829268	Libya	Libya	Libya	Libya	111
2.81	73.8693658536585	Libya	Libya	Libya	Libya	111
2.751	74.1029268292683	Libya	Libya	Libya	Libya	111
2.689	74.329	Libya	Libya	Libya	Libya	111
2.627	74.5455609756098	Libya	Libya	Libya	Libya	111
2.564	74.7531219512195	Libya	Libya	Libya	Libya	111
2.502	74.9501951219512	Libya	Libya	Libya	Libya	111
7.17	46.6150731707317	Morocco	Morocco	Morocco	Morocco	132
7.165	47.1090975609756	Morocco	Morocco	Morocco	Morocco	132
7.159	47.5995853658537	Morocco	Morocco	Morocco	Morocco	132
7.152	48.087512195122	Morocco	Morocco	Morocco	Morocco	132
7.144	48.5739024390244	Morocco	Morocco	Morocco	Morocco	132
7.136	49.0587317073171	Morocco	Morocco	Morocco	Morocco	132
7.129	49.5425365853659	Morocco	Morocco	Morocco	Morocco	132
7.122	50.0278048780488	Morocco	Morocco	Morocco	Morocco	132
7.112	50.5155853658537	Morocco	Morocco	Morocco	Morocco	132
7.095	51.0078536585366	Morocco	Morocco	Morocco	Morocco	132
7.06	51.5046341463415	Morocco	Morocco	Morocco	Morocco	132
6.996	52.0029268292683	Morocco	Morocco	Morocco	Morocco	132
6.897	52.5041951219512	Morocco	Morocco	Morocco	Morocco	132
6.765	53.0134634146342	Morocco	Morocco	Morocco	Morocco	132
6.602	53.538243902439	Morocco	Morocco	Morocco	Morocco	132
6.42	54.0935609756098	Morocco	Morocco	Morocco	Morocco	132
6.234	54.6979268292683	Morocco	Morocco	Morocco	Morocco	132
6.058	55.3593902439024	Morocco	Morocco	Morocco	Morocco	132
5.902	56.0754390243903	Morocco	Morocco	Morocco	Morocco	132
5.767	56.8390731707317	Morocco	Morocco	Morocco	Morocco	132
5.649	57.631243902439	Morocco	Morocco	Morocco	Morocco	132
5.537	58.4294390243902	Morocco	Morocco	Morocco	Morocco	132
5.416	59.2085853658537	Morocco	Morocco	Morocco	Morocco	132
5.278	59.9501951219512	Morocco	Morocco	Morocco	Morocco	132
5.12	60.6441951219512	Morocco	Morocco	Morocco	Morocco	132
4.944	61.2901219512195	Morocco	Morocco	Morocco	Morocco	132
4.755	61.8944634146342	Morocco	Morocco	Morocco	Morocco	132
4.564	62.473243902439	Morocco	Morocco	Morocco	Morocco	132
4.379	63.04	Morocco	Morocco	Morocco	Morocco	132
4.201	63.598243902439	Morocco	Morocco	Morocco	Morocco	132
4.034	64.146	Morocco	Morocco	Morocco	Morocco	132
3.876	64.6802682926829	Morocco	Morocco	Morocco	Morocco	132
3.722	65.1965853658537	Morocco	Morocco	Morocco	Morocco	132
3.573	65.6904390243903	Morocco	Morocco	Morocco	Morocco	132
3.427	66.1623414634146	Morocco	Morocco	Morocco	Morocco	132
3.286	66.6133170731707	Morocco	Morocco	Morocco	Morocco	132
3.151	67.0483658536585	Morocco	Morocco	Morocco	Morocco	132
3.024	67.47	Morocco	Morocco	Morocco	Morocco	132
2.906	67.8811707317073	Morocco	Morocco	Morocco	Morocco	132
2.798	68.2839024390244	Morocco	Morocco	Morocco	Morocco	132
2.703	68.6751463414634	Morocco	Morocco	Morocco	Morocco	132
2.623	69.0548780487805	Morocco	Morocco	Morocco	Morocco	132
2.557	69.4195853658537	Morocco	Morocco	Morocco	Morocco	132
2.504	69.767243902439	Morocco	Morocco	Morocco	Morocco	132
2.462	70.0998780487805	Morocco	Morocco	Morocco	Morocco	132
2.429	70.4174634146341	Morocco	Morocco	Morocco	Morocco	132
2.4	70.7235365853659	Morocco	Morocco	Morocco	Morocco	132
2.373	71.0191219512195	Morocco	Morocco	Morocco	Morocco	132
2.345	71.307756097561	Morocco	Morocco	Morocco	Morocco	132
2.314	71.5894146341464	Morocco	Morocco	Morocco	Morocco	132
2.279	71.8646341463415	Morocco	Morocco	Morocco	Morocco	132
2.242	72.1319024390244	Morocco	Morocco	Morocco	Morocco	132
3.328	61.8030243902439	Moldova	Moldova	Moldova	Moldova	128
3.259	62.1663414634146	Moldova	Moldova	Moldova	Moldova	128
3.178	62.534756097561	Moldova	Moldova	Moldova	Moldova	128
3.086	62.9067073170732	Moldova	Moldova	Moldova	Moldova	128
2.989	63.2756341463415	Moldova	Moldova	Moldova	Moldova	128
2.891	63.6314390243903	Moldova	Moldova	Moldova	Moldova	128
2.801	63.9605853658537	Moldova	Moldova	Moldova	Moldova	128
2.722	64.2495365853659	Moldova	Moldova	Moldova	Moldova	128
2.66	64.4922926829268	Moldova	Moldova	Moldova	Moldova	128
2.613	64.6848536585366	Moldova	Moldova	Moldova	Moldova	128
2.582	64.8251951219512	Moldova	Moldova	Moldova	Moldova	128
2.56	64.9178536585366	Moldova	Moldova	Moldova	Moldova	128
2.542	64.9733658536585	Moldova	Moldova	Moldova	Moldova	128
2.523	65.0038048780488	Moldova	Moldova	Moldova	Moldova	128
2.503	65.0157317073171	Moldova	Moldova	Moldova	Moldova	128
2.483	65.0076829268293	Moldova	Moldova	Moldova	Moldova	128
2.465	64.9738048780488	Moldova	Moldova	Moldova	Moldova	128
2.455	64.9165609756098	Moldova	Moldova	Moldova	Moldova	128
2.454	64.8479756097561	Moldova	Moldova	Moldova	Moldova	128
2.462	64.7855365853659	Moldova	Moldova	Moldova	Moldova	128
2.481	64.7687073170732	Moldova	Moldova	Moldova	Moldova	128
2.51	64.8414634146342	Moldova	Moldova	Moldova	Moldova	128
2.546	65.0227073170732	Moldova	Moldova	Moldova	Moldova	128
2.585	65.3133414634146	Moldova	Moldova	Moldova	Moldova	128
2.62	65.6957804878049	Moldova	Moldova	Moldova	Moldova	128
2.643	66.1324390243903	Moldova	Moldova	Moldova	Moldova	128
2.646	66.5687073170732	Moldova	Moldova	Moldova	Moldova	128
2.625	66.9490975609756	Moldova	Moldova	Moldova	Moldova	128
2.578	67.2321219512195	Moldova	Moldova	Moldova	Moldova	128
2.506	67.3992926829268	Moldova	Moldova	Moldova	Moldova	128
2.413	67.4436829268293	Moldova	Moldova	Moldova	Moldova	128
2.305	67.3723902439024	Moldova	Moldova	Moldova	Moldova	128
2.191	67.2274878048781	Moldova	Moldova	Moldova	Moldova	128
2.079	67.0511219512195	Moldova	Moldova	Moldova	Moldova	128
1.975	66.8693902439024	Moldova	Moldova	Moldova	Moldova	128
1.882	66.7158780487805	Moldova	Moldova	Moldova	Moldova	128
1.801	66.6181219512195	Moldova	Moldova	Moldova	Moldova	128
1.73	66.5851463414634	Moldova	Moldova	Moldova	Moldova	128
1.667	66.6219268292683	Moldova	Moldova	Moldova	Moldova	128
1.613	66.7269756097561	Moldova	Moldova	Moldova	Moldova	128
1.568	66.8882682926829	Moldova	Moldova	Moldova	Moldova	128
1.535	67.0808292682927	Moldova	Moldova	Moldova	Moldova	128
1.511	67.2790731707317	Moldova	Moldova	Moldova	Moldova	128
1.497	67.4624634146341	Moldova	Moldova	Moldova	Moldova	128
1.49	67.6264634146342	Moldova	Moldova	Moldova	Moldova	128
1.488	67.7795365853659	Moldova	Moldova	Moldova	Moldova	128
1.488	67.9386829268293	Moldova	Moldova	Moldova	Moldova	128
1.488	68.1239024390244	Moldova	Moldova	Moldova	Moldova	128
1.486	68.3486585365854	Moldova	Moldova	Moldova	Moldova	128
1.482	68.6114390243903	Moldova	Moldova	Moldova	Moldova	128
1.475	68.9037073170732	Moldova	Moldova	Moldova	Moldova	128
1.466	69.2124634146341	Moldova	Moldova	Moldova	Moldova	128
2.634	62.4055365853659	Montenegro	Montenegro	Montenegro	Montenegro	131
2.6	62.8882682926829	Montenegro	Montenegro	Montenegro	Montenegro	131
2.57	63.4125853658537	Montenegro	Montenegro	Montenegro	Montenegro	131
2.543	63.984	Montenegro	Montenegro	Montenegro	Montenegro	131
2.517	64.6034878048781	Montenegro	Montenegro	Montenegro	Montenegro	131
2.49	65.2685609756098	Montenegro	Montenegro	Montenegro	Montenegro	131
2.464	65.9736341463415	Montenegro	Montenegro	Montenegro	Montenegro	131
2.44	66.7021951219512	Montenegro	Montenegro	Montenegro	Montenegro	131
2.418	67.4377317073171	Montenegro	Montenegro	Montenegro	Montenegro	131
2.399	68.1667804878049	Montenegro	Montenegro	Montenegro	Montenegro	131
2.384	68.8773902439024	Montenegro	Montenegro	Montenegro	Montenegro	131
2.375	69.5611463414634	Montenegro	Montenegro	Montenegro	Montenegro	131
2.37	70.2130975609756	Montenegro	Montenegro	Montenegro	Montenegro	131
2.37	70.8292926829268	Montenegro	Montenegro	Montenegro	Montenegro	131
2.373	71.3997804878049	Montenegro	Montenegro	Montenegro	Montenegro	131
2.375	71.9150731707317	Montenegro	Montenegro	Montenegro	Montenegro	131
2.373	72.3666585365854	Montenegro	Montenegro	Montenegro	Montenegro	131
2.364	72.757	Montenegro	Montenegro	Montenegro	Montenegro	131
2.347	73.0890243902439	Montenegro	Montenegro	Montenegro	Montenegro	131
2.321	73.3691951219512	Montenegro	Montenegro	Montenegro	Montenegro	131
2.286	73.6019756097561	Montenegro	Montenegro	Montenegro	Montenegro	131
2.245	73.7939024390244	Montenegro	Montenegro	Montenegro	Montenegro	131
2.2	73.9569268292683	Montenegro	Montenegro	Montenegro	Montenegro	131
2.154	74.1024634146342	Montenegro	Montenegro	Montenegro	Montenegro	131
2.108	74.2423902439024	Montenegro	Montenegro	Montenegro	Montenegro	131
2.064	74.3909756097561	Montenegro	Montenegro	Montenegro	Montenegro	131
2.022	74.563	Montenegro	Montenegro	Montenegro	Montenegro	131
1.98	74.7598780487805	Montenegro	Montenegro	Montenegro	Montenegro	131
1.94	74.9750731707317	Montenegro	Montenegro	Montenegro	Montenegro	131
1.902	75.2006829268293	Montenegro	Montenegro	Montenegro	Montenegro	131
1.869	75.4203170731707	Montenegro	Montenegro	Montenegro	Montenegro	131
1.843	75.6126341463415	Montenegro	Montenegro	Montenegro	Montenegro	131
1.825	75.7574390243903	Montenegro	Montenegro	Montenegro	Montenegro	131
1.815	75.8410243902439	Montenegro	Montenegro	Montenegro	Montenegro	131
1.813	75.8576341463415	Montenegro	Montenegro	Montenegro	Montenegro	131
1.815	75.8041219512195	Montenegro	Montenegro	Montenegro	Montenegro	131
1.821	75.6843170731707	Montenegro	Montenegro	Montenegro	Montenegro	131
1.826	75.5166829268293	Montenegro	Montenegro	Montenegro	Montenegro	131
1.828	75.3196585365854	Montenegro	Montenegro	Montenegro	Montenegro	131
1.825	75.1070487804878	Montenegro	Montenegro	Montenegro	Montenegro	131
1.818	74.8900243902439	Montenegro	Montenegro	Montenegro	Montenegro	131
1.806	74.6751707317073	Montenegro	Montenegro	Montenegro	Montenegro	131
1.79	74.4695853658537	Montenegro	Montenegro	Montenegro	Montenegro	131
1.773	74.2829024390244	Montenegro	Montenegro	Montenegro	Montenegro	131
1.755	74.1264878048781	Montenegro	Montenegro	Montenegro	Montenegro	131
1.736	74.0152682926829	Montenegro	Montenegro	Montenegro	Montenegro	131
1.718	73.9623658536585	Montenegro	Montenegro	Montenegro	Montenegro	131
1.7	73.9695365853658	Montenegro	Montenegro	Montenegro	Montenegro	131
1.684	74.0335853658537	Montenegro	Montenegro	Montenegro	Montenegro	131
1.669	74.1500731707317	Montenegro	Montenegro	Montenegro	Montenegro	131
1.656	74.3110975609756	Montenegro	Montenegro	Montenegro	Montenegro	131
1.644	74.5041463414634	Montenegro	Montenegro	Montenegro	Montenegro	131
7.3	39.8808780487805	Madagascar	Madagascar	Madagascar	Madagascar	117
7.3	40.2799756097561	Madagascar	Madagascar	Madagascar	Madagascar	117
7.3	40.6787073170732	Madagascar	Madagascar	Madagascar	Madagascar	117
7.3	41.0800243902439	Madagascar	Madagascar	Madagascar	Madagascar	117
7.3	41.4828780487805	Madagascar	Madagascar	Madagascar	Madagascar	117
7.301	41.8886585365854	Madagascar	Madagascar	Madagascar	Madagascar	117
7.304	42.2947317073171	Madagascar	Madagascar	Madagascar	Madagascar	117
7.31	42.6995609756098	Madagascar	Madagascar	Madagascar	Madagascar	117
7.316	43.1021219512195	Madagascar	Madagascar	Madagascar	Madagascar	117
7.322	43.5024390243902	Madagascar	Madagascar	Madagascar	Madagascar	117
7.325	43.8996097560976	Madagascar	Madagascar	Madagascar	Madagascar	117
7.325	44.2952682926829	Madagascar	Madagascar	Madagascar	Madagascar	117
7.318	44.6895609756098	Madagascar	Madagascar	Madagascar	Madagascar	117
7.3	45.0855853658537	Madagascar	Madagascar	Madagascar	Madagascar	117
7.269	45.4849024390244	Madagascar	Madagascar	Madagascar	Madagascar	117
7.216	45.8969756097561	Madagascar	Madagascar	Madagascar	Madagascar	117
7.129	46.333756097561	Madagascar	Madagascar	Madagascar	Madagascar	117
7.008	46.7951219512195	Madagascar	Madagascar	Madagascar	Madagascar	117
6.857	47.2734878048781	Madagascar	Madagascar	Madagascar	Madagascar	117
6.687	47.7558292682927	Madagascar	Madagascar	Madagascar	Madagascar	117
6.514	48.2081219512195	Madagascar	Madagascar	Madagascar	Madagascar	117
6.359	48.5883902439024	Madagascar	Madagascar	Madagascar	Madagascar	117
6.24	48.8771707317073	Madagascar	Madagascar	Madagascar	Madagascar	117
6.165	49.0729756097561	Madagascar	Madagascar	Madagascar	Madagascar	117
6.135	49.1927804878049	Madagascar	Madagascar	Madagascar	Madagascar	117
6.146	49.2735365853659	Madagascar	Madagascar	Madagascar	Madagascar	117
6.182	49.3677073170732	Madagascar	Madagascar	Madagascar	Madagascar	117
6.225	49.5282195121951	Madagascar	Madagascar	Madagascar	Madagascar	117
6.256	49.7985853658537	Madagascar	Madagascar	Madagascar	Madagascar	117
6.268	50.1998048780488	Madagascar	Madagascar	Madagascar	Madagascar	117
6.258	50.7423902439024	Madagascar	Madagascar	Madagascar	Madagascar	117
6.225	51.4204146341463	Madagascar	Madagascar	Madagascar	Madagascar	117
6.179	52.1973902439024	Madagascar	Madagascar	Madagascar	Madagascar	117
6.126	53.0399268292683	Madagascar	Madagascar	Madagascar	Madagascar	117
6.066	53.9310243902439	Madagascar	Madagascar	Madagascar	Madagascar	117
5.999	54.8547317073171	Madagascar	Madagascar	Madagascar	Madagascar	117
5.924	55.8030731707317	Madagascar	Madagascar	Madagascar	Madagascar	117
5.841	56.7700487804878	Madagascar	Madagascar	Madagascar	Madagascar	117
5.749	57.7461219512195	Madagascar	Madagascar	Madagascar	Madagascar	117
5.651	58.7162926829268	Madagascar	Madagascar	Madagascar	Madagascar	117
5.548	59.6745609756098	Madagascar	Madagascar	Madagascar	Madagascar	117
5.443	60.6209268292683	Madagascar	Madagascar	Madagascar	Madagascar	117
5.337	61.5513658536586	Madagascar	Madagascar	Madagascar	Madagascar	117
5.234	62.4573170731707	Madagascar	Madagascar	Madagascar	Madagascar	117
5.134	63.3207804878049	Madagascar	Madagascar	Madagascar	Madagascar	117
5.04	64.1121707317073	Madagascar	Madagascar	Madagascar	Madagascar	117
4.953	64.8014390243902	Madagascar	Madagascar	Madagascar	Madagascar	117
4.87	65.3755609756098	Madagascar	Madagascar	Madagascar	Madagascar	117
4.793	65.8355365853659	Madagascar	Madagascar	Madagascar	Madagascar	117
4.72	66.1913658536585	Madagascar	Madagascar	Madagascar	Madagascar	117
4.651	66.4670731707317	Madagascar	Madagascar	Madagascar	Madagascar	117
4.584	66.6956829268293	Madagascar	Madagascar	Madagascar	Madagascar	117
5.9	72.1414634146341	Marshall Islands	Marshall Islands	Marshall Islands	Marshall Islands	123
5.71	67.5048780487805	Marshall Islands	Marshall Islands	Marshall Islands	Marshall Islands	123
4.128	60.7211951219512	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
3.989	61.3476341463415	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
3.865	61.9580731707317	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
3.755	62.5559512195122	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
3.658	63.144243902439	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
3.571	63.7218292682927	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
3.485	64.2841463414634	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
3.396	64.8276829268293	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
3.299	65.3479512195122	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
3.194	65.847	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
3.086	66.3329268292683	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
2.978	66.8173170731707	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
2.877	67.3048048780488	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
2.789	67.7919756097561	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
2.714	68.2669024390244	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
2.653	68.7046097560976	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
2.601	69.0705609756098	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
2.556	69.3457317073171	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
2.513	69.5265365853659	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
2.471	69.6209756097561	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
2.429	69.6565853658537	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
2.387	69.6719024390244	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
2.347	69.7059268292683	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
2.311	69.7896341463415	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
2.277	69.9329512195122	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
2.246	70.134243902439	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
2.218	70.3758292682927	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
2.194	70.6290975609756	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
2.171	70.8685609756098	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
2.149	71.0867317073171	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
2.125	71.2797804878049	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
2.098	71.4514146341463	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
2.065	71.6113414634146	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
2.028	71.7686829268293	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
1.985	71.9269512195122	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
1.937	72.087512195122	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
1.884	72.2501951219512	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
1.829	72.414756097561	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
1.774	72.5796097560976	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
1.72	72.7442195121951	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
1.67	72.9102195121951	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
1.625	73.0763170731707	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
1.585	73.2426829268293	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
1.55	73.4099756097561	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
1.521	73.5771707317073	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
1.497	73.7457073170732	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
1.478	73.9169268292683	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	116
