x	y	label	key	clickSelects	showSelected1	group
6.928	51.6086829268293	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
6.91	52.6601463414634	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
6.893	53.7608292682927	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
6.877	54.9011951219512	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
6.861	56.066243902439	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
6.841	57.2364146341463	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
6.816	58.3916585365854	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
6.783	59.5129268292683	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
6.738	60.5826829268293	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
6.679	61.5878780487805	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
6.605	62.5194878048781	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
6.512	63.373	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
6.402	64.1599512195122	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
6.279	64.8883170731707	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
6.146	65.5626341463415	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
6.009	66.1853902439024	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
5.873	66.7605853658537	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
5.744	67.291243902439	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
5.624	67.7853658536585	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
5.517	68.2474634146342	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
5.423	68.6840487804878	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
5.344	69.0996097560976	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
5.274	69.4961463414634	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
5.209	69.8756829268293	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
5.141	70.2411951219512	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
5.065	70.5941707317073	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
4.973	70.9336341463415	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
4.86	71.2575365853659	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
4.724	71.5669024390244	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
4.566	71.861243902439	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
4.388	72.1435365853659	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
4.193	72.4153170731707	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
3.989	72.6785853658537	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
3.784	72.9353414634146	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
3.584	73.1870975609756	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
3.394	73.4348536585366	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
3.217	73.6800975609756	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
3.055	73.9208292682927	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
2.906	74.1570487804878	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
2.77	74.3887317073171	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
2.645	74.6159024390244	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
2.527	74.8370731707317	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
2.413	75.0522195121951	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
2.301	75.2608780487805	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
2.191	75.4639756097561	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
2.086	75.6604634146342	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
1.989	75.8518048780488	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
1.906	76.0384390243903	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
1.839	76.2213414634146	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
1.787	76.3995609756098	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
1.749	76.5736097560976	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
1.721	76.7425365853659	United Arab Emirates	United Arab Emirates	United Arab Emirates	United Arab Emirates	202
7.7	31.1320975609756	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.7	31.4752926829268	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.7	31.8320243902439	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.7	32.2042682926829	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.7	32.5910487804878	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.7	32.9898780487805	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.7	33.3967317073171	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.7	33.8091463414634	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.7	34.2230731707317	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.7	34.637512195122	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.7	35.0559756097561	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.699	35.4814146341463	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.697	35.9168780487805	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.695	36.3613170731707	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.693	36.8107317073171	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.692	37.2571219512195	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.695	37.6909756097561	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.701	38.1062926829268	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.711	38.4965853658537	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.725	38.8618536585366	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.742	39.2041219512195	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.763	39.5269512195122	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.785	39.8398292682927	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.807	40.149243902439	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.829	40.4586829268293	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.85	40.7705853658537	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.871	41.0848780487805	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.893	41.399	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.915	41.7109268292683	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.937	42.0211951219512	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.96	42.3293658536585	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.984	42.636	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
8.01	42.9397317073171	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
8.034	43.2420975609756	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
8.052	43.5426585365854	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
8.058	43.8409024390244	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
8.043	44.1368048780488	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
8.004	44.4298048780488	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.939	44.7213414634146	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.847	45.0098536585366	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.73	45.2928536585366	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.595	45.5672682926829	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.447	45.8331463414634	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.294	46.0924390243902	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
7.14	46.3511951219512	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
6.989	46.6164146341463	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
6.843	46.8990975609756	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
6.7	47.2053170731707	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
6.559	47.5385609756098	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
6.422	47.8988536585366	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
6.288	48.2821951219512	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
6.158	48.6805853658537	Afghanistan	Afghanistan	Afghanistan	Afghanistan	1
2	72.2480487804878	Antigua and Barbuda	Antigua and Barbuda	Antigua and Barbuda	Antigua and Barbuda	7
1.9	73.0082926829268	Antigua and Barbuda	Antigua and Barbuda	Antigua and Barbuda	Antigua and Barbuda	7
1.7	74.2463414634146	Antigua and Barbuda	Antigua and Barbuda	Antigua and Barbuda	Antigua and Barbuda	7
1.7	74.7317073170732	Antigua and Barbuda	Antigua and Barbuda	Antigua and Barbuda	Antigua and Barbuda	7
1.7	75.280487804878	Antigua and Barbuda	Antigua and Barbuda	Antigua and Barbuda	Antigua and Barbuda	7
5.951	62.2543658536585	Albania	Albania	Albania	Albania	2
5.891	63.2734634146342	Albania	Albania	Albania	Albania	2
5.808	64.1623414634146	Albania	Albania	Albania	Albania	2
5.704	64.8870975609756	Albania	Albania	Albania	Albania	2
5.586	65.4376829268293	Albania	Albania	Albania	Albania	2
5.458	65.8294390243903	Albania	Albania	Albania	Albania	2
5.329	66.1000731707317	Albania	Albania	Albania	Albania	2
5.202	66.3118048780488	Albania	Albania	Albania	Albania	2
5.083	66.5164390243903	Albania	Albania	Albania	Albania	2
4.972	66.7384634146342	Albania	Albania	Albania	Albania	2
4.872	66.9894390243903	Albania	Albania	Albania	Albania	2
4.778	67.265512195122	Albania	Albania	Albania	Albania	2
4.688	67.5444634146342	Albania	Albania	Albania	Albania	2
4.598	67.813512195122	Albania	Albania	Albania	Albania	2
4.507	68.0722682926829	Albania	Albania	Albania	Albania	2
4.417	68.3258292682927	Albania	Albania	Albania	Albania	2
4.33	68.5777073170732	Albania	Albania	Albania	Albania	2
4.247	68.8343414634146	Albania	Albania	Albania	Albania	2
4.17	69.0996341463415	Albania	Albania	Albania	Albania	2
4.099	69.3770731707317	Albania	Albania	Albania	Albania	2
4.037	69.6740487804878	Albania	Albania	Albania	Albania	2
3.985	70.0004634146341	Albania	Albania	Albania	Albania	2
3.942	70.351243902439	Albania	Albania	Albania	Albania	2
3.904	70.7154146341463	Albania	Albania	Albania	Albania	2
3.865	71.076487804878	Albania	Albania	Albania	Albania	2
3.816	71.3975853658537	Albania	Albania	Albania	Albania	2
3.747	71.6373658536586	Albania	Albania	Albania	Albania	2
3.65	71.7749268292683	Albania	Albania	Albania	Albania	2
3.527	71.8093658536585	Albania	Albania	Albania	Albania	2
3.38	71.7542195121951	Albania	Albania	Albania	Albania	2
3.219	71.6454390243903	Albania	Albania	Albania	Albania	2
3.058	71.5314878048781	Albania	Albania	Albania	Albania	2
2.91	71.4652195121951	Albania	Albania	Albania	Albania	2
2.784	71.487	Albania	Albania	Albania	Albania	2
2.683	71.6177317073171	Albania	Albania	Albania	Albania	2
2.604	71.8702926829268	Albania	Albania	Albania	Albania	2
2.54	72.2410731707317	Albania	Albania	Albania	Albania	2
2.478	72.6960731707317	Albania	Albania	Albania	Albania	2
2.409	73.1978048780488	Albania	Albania	Albania	Albania	2
2.33	73.7218292682927	Albania	Albania	Albania	Albania	2
2.241	74.2387317073171	Albania	Albania	Albania	Albania	2
2.142	74.7236585365854	Albania	Albania	Albania	Albania	2
2.04	75.1612195121951	Albania	Albania	Albania	Albania	2
1.941	75.5420243902439	Albania	Albania	Albania	Albania	2
1.847	75.8591219512195	Albania	Albania	Albania	Albania	2
1.764	76.112	Albania	Albania	Albania	Albania	2
1.692	76.3096341463415	Albania	Albania	Albania	Albania	2
1.635	76.4734146341464	Albania	Albania	Albania	Albania	2
1.59	76.620756097561	Albania	Albania	Albania	Albania	2
1.558	76.7610975609756	Albania	Albania	Albania	Albania	2
1.536	76.9009512195122	Albania	Albania	Albania	Albania	2
1.523	77.0422682926829	Albania	Albania	Albania	Albania	2
4.55	65.8539512195122	Armenia	Armenia	Armenia	Armenia	9
4.512	66.2754634146342	Armenia	Armenia	Armenia	Armenia	9
4.435	66.701487804878	Armenia	Armenia	Armenia	Armenia	9
4.317	67.1300243902439	Armenia	Armenia	Armenia	Armenia	9
4.161	67.5580975609756	Armenia	Armenia	Armenia	Armenia	9
3.979	67.9847317073171	Armenia	Armenia	Armenia	Armenia	9
3.788	68.4093902439025	Armenia	Armenia	Armenia	Armenia	9
3.606	68.8266341463415	Armenia	Armenia	Armenia	Armenia	9
3.447	69.2264146341464	Armenia	Armenia	Armenia	Armenia	9
3.314	69.5987073170732	Armenia	Armenia	Armenia	Armenia	9
3.208	69.9244390243903	Armenia	Armenia	Armenia	Armenia	9
3.118	70.1830487804878	Armenia	Armenia	Armenia	Armenia	9
3.032	70.367512195122	Armenia	Armenia	Armenia	Armenia	9
2.942	70.4793170731707	Armenia	Armenia	Armenia	Armenia	9
2.846	70.5239756097561	Armenia	Armenia	Armenia	Armenia	9
2.745	70.527512195122	Armenia	Armenia	Armenia	Armenia	9
2.646	70.5234634146342	Armenia	Armenia	Armenia	Armenia	9
2.555	70.5364146341463	Armenia	Armenia	Armenia	Armenia	9
2.479	70.576	Armenia	Armenia	Armenia	Armenia	9
2.421	70.6352926829268	Armenia	Armenia	Armenia	Armenia	9
2.385	70.6800975609756	Armenia	Armenia	Armenia	Armenia	9
2.373	70.6587317073171	Armenia	Armenia	Armenia	Armenia	9
2.381	70.5352195121951	Armenia	Armenia	Armenia	Armenia	9
2.406	70.2919268292683	Armenia	Armenia	Armenia	Armenia	9
2.441	69.9390487804878	Armenia	Armenia	Armenia	Armenia	9
2.481	69.5044146341464	Armenia	Armenia	Armenia	Armenia	9
2.519	69.0312195121951	Armenia	Armenia	Armenia	Armenia	9
2.549	68.5769268292683	Armenia	Armenia	Armenia	Armenia	9
2.566	68.1938536585366	Armenia	Armenia	Armenia	Armenia	9
2.565	67.9126097560976	Armenia	Armenia	Armenia	Armenia	9
2.538	67.757243902439	Armenia	Armenia	Armenia	Armenia	9
2.482	67.7360731707317	Armenia	Armenia	Armenia	Armenia	9
2.399	67.8285365853659	Armenia	Armenia	Armenia	Armenia	9
2.295	68.012756097561	Armenia	Armenia	Armenia	Armenia	9
2.176	68.2789268292683	Armenia	Armenia	Armenia	Armenia	9
2.053	68.6204634146342	Armenia	Armenia	Armenia	Armenia	9
1.938	69.0294390243903	Armenia	Armenia	Armenia	Armenia	9
1.838	69.4916341463415	Armenia	Armenia	Armenia	Armenia	9
1.762	69.9855365853659	Armenia	Armenia	Armenia	Armenia	9
1.712	70.4924878048781	Armenia	Armenia	Armenia	Armenia	9
1.688	70.9894390243903	Armenia	Armenia	Armenia	Armenia	9
1.684	71.4580487804878	Armenia	Armenia	Armenia	Armenia	9
1.692	71.8896097560976	Armenia	Armenia	Armenia	Armenia	9
1.704	72.2783902439025	Armenia	Armenia	Armenia	Armenia	9
1.715	72.6164146341464	Armenia	Armenia	Armenia	Armenia	9
1.724	72.9007073170732	Armenia	Armenia	Armenia	Armenia	9
1.728	73.1342195121951	Armenia	Armenia	Armenia	Armenia	9
1.731	73.3278292682927	Armenia	Armenia	Armenia	Armenia	9
1.734	73.4959512195122	Armenia	Armenia	Armenia	Armenia	9
1.735	73.6455365853658	Armenia	Armenia	Armenia	Armenia	9
1.736	73.7835609756098	Armenia	Armenia	Armenia	Armenia	9
1.736	73.9160243902439	Armenia	Armenia	Armenia	Armenia	9
7.316	32.9853414634146	Angola	Angola	Angola	Angola	6
7.354	33.3862195121951	Angola	Angola	Angola	Angola	6
7.385	33.7870975609756	Angola	Angola	Angola	Angola	6
7.41	34.1879512195122	Angola	Angola	Angola	Angola	6
7.425	34.5883170731707	Angola	Angola	Angola	Angola	6
7.43	34.9891707317073	Angola	Angola	Angola	Angola	6
7.422	35.391512195122	Angola	Angola	Angola	Angola	6
7.403	35.7958536585366	Angola	Angola	Angola	Angola	6
7.375	36.2011951219512	Angola	Angola	Angola	Angola	6
7.339	36.6060487804878	Angola	Angola	Angola	Angola	6
7.301	37.0114146341463	Angola	Angola	Angola	Angola	6
7.264	37.4192926829268	Angola	Angola	Angola	Angola	6
7.232	37.8262195121951	Angola	Angola	Angola	Angola	6
7.208	38.2276585365854	Angola	Angola	Angola	Angola	6
7.192	38.6156585365854	Angola	Angola	Angola	Angola	6
7.185	38.979243902439	Angola	Angola	Angola	Angola	6
7.186	39.305	Angola	Angola	Angola	Angola	6
7.189	39.5854146341463	Angola	Angola	Angola	Angola	6
7.194	39.8194390243902	Angola	Angola	Angola	Angola	6
7.197	40.0089756097561	Angola	Angola	Angola	Angola	6
7.2	40.1618048780488	Angola	Angola	Angola	Angola	6
7.201	40.2902195121951	Angola	Angola	Angola	Angola	6
7.203	40.4100487804878	Angola	Angola	Angola	Angola	6
7.205	40.5297804878049	Angola	Angola	Angola	Angola	6
7.207	40.655487804878	Angola	Angola	Angola	Angola	6
7.208	40.7803414634146	Angola	Angola	Angola	Angola	6
7.206	40.8905609756098	Angola	Angola	Angola	Angola	6
7.202	40.9779756097561	Angola	Angola	Angola	Angola	6
7.194	41.0418048780488	Angola	Angola	Angola	Angola	6
7.182	41.091243902439	Angola	Angola	Angola	Angola	6
7.165	41.1414146341463	Angola	Angola	Angola	Angola	6
7.144	41.2088780487805	Angola	Angola	Angola	Angola	6
7.12	41.3145365853659	Angola	Angola	Angola	Angola	6
7.093	41.4781951219512	Angola	Angola	Angola	Angola	6
7.063	41.7162195121951	Angola	Angola	Angola	Angola	6
7.03	42.0509268292683	Angola	Angola	Angola	Angola	6
6.997	42.5016097560976	Angola	Angola	Angola	Angola	6
6.963	43.0616341463415	Angola	Angola	Angola	Angola	6
6.925	43.7143170731707	Angola	Angola	Angola	Angola	6
6.882	44.4390975609756	Angola	Angola	Angola	Angola	6
6.826	45.2049268292683	Angola	Angola	Angola	Angola	6
6.751	45.9733170731707	Angola	Angola	Angola	Angola	6
6.654	46.7119268292683	Angola	Angola	Angola	Angola	6
6.533	47.3933658536585	Angola	Angola	Angola	Angola	6
6.391	48.0037073170732	Angola	Angola	Angola	Angola	6
6.233	48.5384390243903	Angola	Angola	Angola	Angola	6
6.066	49.0071463414634	Angola	Angola	Angola	Angola	6
5.898	49.4352926829268	Angola	Angola	Angola	Angola	6
5.736	49.8474146341463	Angola	Angola	Angola	Angola	6
5.584	50.2510243902439	Angola	Angola	Angola	Angola	6
5.443	50.6536585365854	Angola	Angola	Angola	Angola	6
5.313	51.0593170731707	Angola	Angola	Angola	Angola	6
3.109	65.1751463414634	Argentina	Argentina	Argentina	Argentina	8
3.1	65.2966341463415	Argentina	Argentina	Argentina	Argentina	8
3.089	65.389243902439	Argentina	Argentina	Argentina	Argentina	8
3.078	65.4655365853659	Argentina	Argentina	Argentina	Argentina	8
3.068	65.5390731707317	Argentina	Argentina	Argentina	Argentina	8
3.058	65.6258780487805	Argentina	Argentina	Argentina	Argentina	8
3.051	65.7409512195122	Argentina	Argentina	Argentina	Argentina	8
3.048	65.888243902439	Argentina	Argentina	Argentina	Argentina	8
3.049	66.0722195121951	Argentina	Argentina	Argentina	Argentina	8
3.056	66.2933170731707	Argentina	Argentina	Argentina	Argentina	8
3.073	66.548512195122	Argentina	Argentina	Argentina	Argentina	8
3.104	66.8302926829268	Argentina	Argentina	Argentina	Argentina	8
3.148	67.1246097560976	Argentina	Argentina	Argentina	Argentina	8
3.203	67.4204390243903	Argentina	Argentina	Argentina	Argentina	8
3.264	67.7132682926829	Argentina	Argentina	Argentina	Argentina	8
3.321	68.0030731707317	Argentina	Argentina	Argentina	Argentina	8
3.366	68.2918292682927	Argentina	Argentina	Argentina	Argentina	8
3.391	68.5840487804878	Argentina	Argentina	Argentina	Argentina	8
3.391	68.881243902439	Argentina	Argentina	Argentina	Argentina	8
3.368	69.1794390243903	Argentina	Argentina	Argentina	Argentina	8
3.325	69.4696097560976	Argentina	Argentina	Argentina	Argentina	8
3.27	69.7417804878049	Argentina	Argentina	Argentina	Argentina	8
3.213	69.9904390243903	Argentina	Argentina	Argentina	Argentina	8
3.163	70.2121219512195	Argentina	Argentina	Argentina	Argentina	8
3.123	70.4093170731707	Argentina	Argentina	Argentina	Argentina	8
3.093	70.586512195122	Argentina	Argentina	Argentina	Argentina	8
3.073	70.7537073170732	Argentina	Argentina	Argentina	Argentina	8
3.056	70.9223902439024	Argentina	Argentina	Argentina	Argentina	8
3.037	71.1005365853659	Argentina	Argentina	Argentina	Argentina	8
3.016	71.2921707317073	Argentina	Argentina	Argentina	Argentina	8
2.989	71.4982926829268	Argentina	Argentina	Argentina	Argentina	8
2.956	71.7179268292683	Argentina	Argentina	Argentina	Argentina	8
2.918	71.9440731707317	Argentina	Argentina	Argentina	Argentina	8
2.875	72.171756097561	Argentina	Argentina	Argentina	Argentina	8
2.827	72.3984390243903	Argentina	Argentina	Argentina	Argentina	8
2.774	72.6236341463415	Argentina	Argentina	Argentina	Argentina	8
2.717	72.8462926829268	Argentina	Argentina	Argentina	Argentina	8
2.657	73.0673902439025	Argentina	Argentina	Argentina	Argentina	8
2.596	73.2864634146342	Argentina	Argentina	Argentina	Argentina	8
2.535	73.5034634146342	Argentina	Argentina	Argentina	Argentina	8
2.477	73.7179756097561	Argentina	Argentina	Argentina	Argentina	8
2.425	73.929512195122	Argentina	Argentina	Argentina	Argentina	8
2.379	74.1386097560976	Argentina	Argentina	Argentina	Argentina	8
2.341	74.3442926829268	Argentina	Argentina	Argentina	Argentina	8
2.31	74.5455853658537	Argentina	Argentina	Argentina	Argentina	8
2.287	74.7414634146342	Argentina	Argentina	Argentina	Argentina	8
2.269	74.9314390243902	Argentina	Argentina	Argentina	Argentina	8
2.254	75.1149756097561	Argentina	Argentina	Argentina	Argentina	8
2.24	75.2925365853659	Argentina	Argentina	Argentina	Argentina	8
2.226	75.4640975609756	Argentina	Argentina	Argentina	Argentina	8
2.211	75.6321463414634	Argentina	Argentina	Argentina	Argentina	8
2.196	75.7976585365854	Argentina	Argentina	Argentina	Argentina	8
2.69	68.5856097560976	Austria	Austria	Austria	Austria	12
2.799	69.5773170731707	Austria	Austria	Austria	Austria	12
2.798	69.309512195122	Austria	Austria	Austria	Austria	12
2.811	69.4436585365854	Austria	Austria	Austria	Austria	12
2.77	69.9219512195122	Austria	Austria	Austria	Austria	12
2.685	69.7221951219512	Austria	Austria	Austria	Austria	12
2.662	70.0458536585366	Austria	Austria	Austria	Austria	12
2.63	69.9178048780488	Austria	Austria	Austria	Austria	12
2.591	70.0575609756098	Austria	Austria	Austria	Austria	12
2.496	69.8331707317073	Austria	Austria	Austria	Austria	12
2.29	69.8907317073171	Austria	Austria	Austria	Austria	12
2.202	70.0692682926829	Austria	Austria	Austria	Austria	12
2.102	70.4136585365854	Austria	Austria	Austria	Austria	12
1.97	70.9792682926829	Austria	Austria	Austria	Austria	12
1.95	70.9624390243903	Austria	Austria	Austria	Austria	12
1.82	71.0841463414634	Austria	Austria	Austria	Austria	12
1.698	71.5512195121951	Austria	Austria	Austria	Austria	12
1.641	71.8953658536585	Austria	Austria	Austria	Austria	12
1.621	71.9670731707317	Austria	Austria	Austria	Austria	12
1.6	72.2873170731708	Austria	Austria	Austria	Austria	12
1.62	72.4236585365854	Austria	Austria	Austria	Austria	12
1.67	72.7580487804878	Austria	Austria	Austria	Austria	12
1.66	72.8970731707317	Austria	Austria	Austria	Austria	12
1.56	72.9685365853659	Austria	Austria	Austria	Austria	12
1.53	73.5275609756098	Austria	Austria	Austria	Austria	12
1.46	73.7451219512195	Austria	Austria	Austria	Austria	12
1.47	74.2229268292683	Austria	Austria	Austria	Austria	12
1.42	74.6692682926829	Austria	Austria	Austria	Austria	12
1.43	75.1441463414634	Austria	Austria	Austria	Austria	12
1.45	75.2480487804878	Austria	Austria	Austria	Austria	12
1.45	75.53	Austria	Austria	Austria	Austria	12
1.5	75.5678048780488	Austria	Austria	Austria	Austria	12
1.49	75.8553658536585	Austria	Austria	Austria	Austria	12
1.48	76.1063414634146	Austria	Austria	Austria	Austria	12
1.44	76.4570731707317	Austria	Austria	Austria	Austria	12
1.4	76.7156097560976	Austria	Austria	Austria	Austria	12
1.42	76.9836585365854	Austria	Austria	Austria	Austria	12
1.36	77.3875609756098	Austria	Austria	Austria	Austria	12
1.37	77.5731707317073	Austria	Austria	Austria	Austria	12
1.34	77.7756097560976	Austria	Austria	Austria	Austria	12
1.36	78.0268292682927	Austria	Austria	Austria	Austria	12
1.33	78.5268292682927	Austria	Austria	Austria	Austria	12
1.39	78.6780487804878	Austria	Austria	Austria	Austria	12
1.38	78.6317073170732	Austria	Austria	Austria	Austria	12
1.42	79.1804878048781	Austria	Austria	Austria	Austria	12
1.41	79.3317073170732	Austria	Austria	Austria	Austria	12
1.41	79.8317073170732	Austria	Austria	Austria	Austria	12
1.38	79.9829268292683	Austria	Austria	Austria	Austria	12
1.41	80.2341463414634	Austria	Austria	Austria	Austria	12
1.39	80.0829268292683	Austria	Austria	Austria	Austria	12
1.44	80.3829268292683	Austria	Austria	Austria	Austria	12
1.42	81.0317073170732	Austria	Austria	Austria	Austria	12
3.453	70.8170731708781	Australia	Australia	Australia	Australia	11
3.54	70.9731707317073	Australia	Australia	Australia	Australia	11
3.442	70.9424390243903	Australia	Australia	Australia	Australia	11
3.332	70.9117073170732	Australia	Australia	Australia	Australia	11
3.146	70.8809756097561	Australia	Australia	Australia	Australia	11
2.977	70.850243902439	Australia	Australia	Australia	Australia	11
2.881	70.819512195122	Australia	Australia	Australia	Australia	11
2.848	70.8692682926829	Australia	Australia	Australia	Australia	11
2.888	70.9190243902439	Australia	Australia	Australia	Australia	11
2.886	70.9687804878049	Australia	Australia	Australia	Australia	11
2.859	71.0185365853659	Australia	Australia	Australia	Australia	11
2.961	71.0682926829268	Australia	Australia	Australia	Australia	11
2.744	71.4575609756098	Australia	Australia	Australia	Australia	11
2.491	71.8468292682927	Australia	Australia	Australia	Australia	11
2.397	72.2360975609756	Australia	Australia	Australia	Australia	11
2.148	72.6253658536586	Australia	Australia	Australia	Australia	11
2.06	73.0146341463415	Australia	Australia	Australia	Australia	11
2.007	73.3443902439024	Australia	Australia	Australia	Australia	11
1.949	73.6741463414634	Australia	Australia	Australia	Australia	11
1.907	74.0039024390244	Australia	Australia	Australia	Australia	11
1.891	74.3336585365854	Australia	Australia	Australia	Australia	11
1.935	74.6634146341463	Australia	Australia	Australia	Australia	11
1.929	74.9048780487805	Australia	Australia	Australia	Australia	11
1.924	75.1463414634146	Australia	Australia	Australia	Australia	11
1.84	75.3878048780488	Australia	Australia	Australia	Australia	11
