group	size	x	y	tooltip
2	2.41539479314648	5.744	67.291243902439	United Arab Emirates population 723617
3	3.76794915627816	7.701	38.1062926829268	Afghanistan population 13034460
5	2.78092835372238	4.247	68.8343414634146	Albania population 2546617
6	2.83891381928982	2.555	70.5364146341463	Armenia population 2938181
7	3.29445267328554	7.189	39.5854146341463	Angola population 6989550
8	4.53953080102067	3.391	68.5840487804878	Argentina population 26889764
10	3.34702185440602	1.641	71.8953658536585	Austria population 7568430
11	3.84480669771346	2.007	73.3443902439024	Australia population 14192000
12	2.11599136315932	2.446	71.3777073170732	Aruba population 60366
13	3.18744532791114	3.676	64.9532195121951	Azerbaijan population 5882395
14	2.97815474475632	2.267	69.4529268292683	Bosnia and Herzegovina population 3992930
15	2.24136253574806	2.198	71.0482682926829	Barbados population 247136
16	6.26624903246036	6.695	49.5304146341463	Bangladesh population 75880084
17	3.53526967832655	1.705	72.7739024390244	Belgium population 9830358
18	3.23852052486822	6.98	44.7462195121951	Burkina Faso population 6398937
19	3.45289260778265	2.2	70.8160975609756	Bulgaria population 8804183
20	2.26779280870623	5.283	68.5089024390244	Bahrain population 303236
21	2.9573955832353	6.79	45.6289024390244	Burundi population 3825426
22	2.90680493857381	6.984	44.0172926829268	Benin population 3432262
24	2.20166445430743	4.884	69.7221219512195	Brunei Darussalam population 173818
25	3.09491218963881	5.899	49.6480731707317	Bolivia population 5001971
26	7.21673488714243	4.339	61.2885853658537	Brazil population 113455308
27	2.21507601557209	3.062	67.0490243902439	Bahamas, The population 197118
28	2.29818830698135	6.668	44.4570487804878	Bhutan population 374953
29	2.46061993429583	6.399	58.8030975609756	Botswana population 888776
30	3.50629749777029	2.08	70.6220243902439	Belarus population 9463000
31	2.17842250974664	6.195	69.0681951219512	Belize population 136991
32	4.38895228778812	1.782	74.2156097560976	Canada population 23796000
33	4.41104156422329	6.443	45.4160731707317	Congo, Dem. Rep. population 24238011
34	2.71046755017959	5.952	47.2112195121951	Central African Republic population 2108539
35	2.62779629356279	6.301	55.5117073170732	Congo, Rep. population 1647320
36	3.22706333325308	1.521	75.2380487804878	Switzerland population 6281174
37	3.31718220132582	7.84	49.4540243902439	Cote d'Ivoire population 7237015
38	3.60399450127069	2.887	66.9663170731707	Chile population 10729757
