group	size	x	y	tooltip
2	2.62046504207639	4.724	71.5669024390244	United Arab Emirates population 1609170
3	3.62506143722945	7.915	41.7109268292683	Afghanistan population 11013345
5	2.89404040053493	3.527	71.8093658536585	Albania population 3336434
6	2.91708673624605	2.566	68.1938536585366	Armenia population 3510439
7	3.53274401965961	7.194	41.0418048780488	Angola population 9798055
8	4.75794064940729	3.037	71.1005365853659	Argentina population 31713147
10	3.34852463220786	1.43	75.1441463414634	Austria population 7585317
11	3.99114854653965	1.831	76.4326829268293	Australia population 16532200
12	2.11672424369029	2.291	73.296243902439	Aruba population 61077
13	3.29487780124562	2.8	65.3691463414634	Azerbaijan population 6994139
14	3.04586661844328	1.836	70.1033658536585	Bosnia and Herzegovina population 4564265
15	2.24645738381304	1.77	74.0576585365854	Barbados population 257497
16	6.94958691469889	4.925	58.4469756097561	Bangladesh population 102133217
17	3.54083018975402	1.56	75.5658536585366	Belgium population 9901664
18	3.41543682960825	6.93	48.3152195121951	Burkina Faso population 8356306
19	3.46745299546467	1.97	71.6043902439024	Bulgaria population 8981446
20	2.33253183846608	3.991	72.1399268292683	Bahrain population 465254
21	3.1250446025447	6.503	47.4061219512195	Burundi population 5280833
22	3.05966434284423	6.858	47.780487804878	Benin population 4685375
24	2.23917711216511	3.668	73.1040487804878	Brunei Darussalam population 242758
25	3.24648674358565	4.989	57.628512195122	Bolivia population 6481463
26	7.88641434821425	3.039	65.5726097560976	Brazil population 144452622
27	2.24158555121539	2.683	69.3984634146342	Bahamas, The population 247585
28	2.35080409795925	6.036	51.1797073170732	Bhutan population 517306
29	2.55819324767127	5.036	63.9629756097561	Botswana population 1303192
30	3.55927196543506	2.04	71.3414634146341	Belarus population 10140000
31	2.20466814034052	4.671	72.1526829268293	Belize population 178906
32	4.53977807823985	1.68	76.8092682926829	Canada population 26895000
33	4.79963581652035	7.005	46.6737804878049	Congo, Dem. Rep. population 32679158
34	2.81821299648372	5.868	49.4179756097561	Central African Republic population 2795175
35	2.73539427510603	5.511	56.8356829268293	Congo, Rep. population 2258785
36	3.25721000051527	1.57	77.2265853658537	Switzerland population 6593386
37	3.64727390709488	6.543	53.014243902439	Cote d'Ivoire population 11316361
38	3.74903134927864	2.649	72.955512195122	Chile population 12757095
39	3.65120338341914	6.08	53.2797317073171	Cameroon population 11370394
40	18.255921021518	2.532	69.0271219512195	China population 1101630000
41	4.77077801205051	3.211	68.0610975609756	Colombia population 32009024
42	2.83693379304929	3.323	75.3323414634147	Costa Rica population 2924348
43	3.57886095964621	1.81	74.4129512195122	Cuba population 10396268
44	2.28469150240337	5.565	64.1561951219512	Cape Verde population 342157
46	2.41909146476521	2.442	76.1818292682927	Cyprus population 736477
47	3.57574391349835	1.94	71.6414634146342	Czech Republic population 10355276
48	6.32944468447721	1.46	74.9186097560976	Germany population 78144619
49	2.35321880660997	6.353	50.8533414634146	Djibouti population 524393
50	3.10879567511803	1.56	74.7717073170732	Denmark population 5129516
52	3.29114693840959	3.613	66.6848536585366	Dominican Republic population 6953918
53	4.44399271110903	5.195	66.0462682926829	Algeria population 24904931
54	3.52118589583936	3.925	67.8061463414634	Ecuador population 9650906
55	2.61125924940472	2.26	70.6975609756098	Estonia population 1561900
56	5.59931049205225	4.684	60.7506341463415	Egypt, Arab Rep. population 54011214
57	2.86536344532889	6.304	46.7580731707317	Eritrea population 3126100
58	5.04729809006058	1.42	76.7470731707317	Spain population 38715849
59	5.28229338972505	7.076	46.0399512195122	Ethiopia population 44916621
60	3.08881674923794	1.7	74.5770731707317	Finland population 4946481
61	2.41513196198242	3.465	65.1113414634146	Fiji population 722707
62	2.14507608819951	5.167	65.9725853658537	Micronesia, Fed. Sts. population 92020
64	5.72354628592157	1.81	76.1	France population 57803824
65	2.46260837065743	5.186	60.7234878048781	Gabon population 896429
66	5.6952381675531	1.83	75.3804878048781	United Kingdom population 56928327
67	2.14998883190924	4.068	67.6214146341463	Grenada population 98063
68	3.07151929181999	2.243	70.1217073170732	Georgia population 4790700
69	3.82264488507935	5.831	55.8246829268293	Ghana population 13853171
71	2.44855824001913	6.139	52.7760487804878	Gambia, The population 843060
72	3.15191772736172	6.842	42.7276829268293	Guinea population 5535918
73	2.28871548448448	5.891	45.9539512195122	Equatorial Guinea population 351776
74	3.55132769770904	1.5	76.4773658536585	Greece population 10036983
75	3.42685455966542	5.697	61.2254878048781	Guatemala population 8491594
76	2.16994335322908	3.122	71.5935365853659	Guam population 124677
77	2.48205624651086	6.706	42.4848780487805	Guinea-Bissau population 973017
78	2.41811155877668	2.678	60.8275853658537	Guyana population 733057
79	3.16142450391339	1.4	77.0829268292683	Hong Kong SAR, China population 5627600
80	3.05355736553818	5.335	65.3383170731707	Honduras population 4631575
81	3.06774047821204	1.79	71.4882926829268	Croatia population 4757000
82	3.27876830311177	5.673	54.2033170731707	Haiti population 6821300
83	3.59399809178267	1.79	70.0234146341463	Hungary population 10596487
84	8.42817678627351	3.346	61.2882682926829	Indonesia population 172265107
85	2.91898242690293	2.17	74.2864390243903	Ireland population 3524949
86	3.03175015842401	2.948	74.4365853658537	Israel population 4442000
88	16.1427252631808	4.069	57.8470975609756	India population 833833510
89	3.99960619751203	6.109	64.0624878048781	Iraq population 16672907
90	5.57386935831261	5.468	57.6270731707317	Iran, Islamic Rep. population 53250434
91	2.24265307347832	2.2	77.0829268292683	Iceland population 249740
92	5.68551929266562	1.32	76.4056097560976	Italy population 56629288
93	2.17922400876972	1.452	74.9854634146342	Channel Islands population 138186
94	2.75114603065565	3.07	70.8628048780488	Jamaica population 2356400
95	2.84031645889477	6.292	69.9139512195122	Jordan population 2948000
96	7.42319509333972	1.66	78.3992682926829	Japan population 122613000
97	4.29162381620327	6.422	59.6561463414634	Kenya population 21896890
98	3.00542122132675	3.992	65.8097804878049	Kyrgyz Republic population 4218400
99	3.42846949395492	6.083	54.7996341463415	Cambodia population 8510817
101	2.30524509444226	5.928	55.0631463414634	Comoros population 392705
103	4.1686611183195	2.482	70.3551219512195	Korea, Dem. Rep. population 19610518
104	5.17298312119778	1.56	70.3343902439024	Korea, Rep. population 41975000
105	2.65467072033989	4.2631	67.3982926829268	Kosovo population 1791000
106	2.69318597144917	3.161	72.3617804878049	Kuwait population 2007415
108	3.96682318690016	3.13	68.8487804878049	Kazakhstan population 16130831.8892101
109	2.9796190473437	6.274	52.8442682926829	Lao PDR population 4004881
110	2.79944253282091	3.288	68.1510487804878	Lebanon population 2668593
111	2.17608195965075	3.589	70.6492195121951	St. Lucia population 133532
113	3.99516824751349	2.619	69.4819024390244	Sri Lanka population 16599000
114	2.72083938872668	6.681	42.6559268292683	Liberia population 2170426
115	2.60785129406946	5.088	58.0727073170732	Lesotho population 1544580
116	2.93580806446451	2.09	71.7621951219512	Lithuania population 3655049
117	2.29758314953416	1.51	74.318512195122	Luxembourg population 373450
118	2.7971650166548	2.11	70.6153658536585	Latvia population 2653434
119	2.98666925821712	5.5	66.9110731707317	Libya population 4062672
120	4.38613811603132	4.379	63.04	Morocco population 23739980
122	2.93631431079658	2.578	67.2321219512195	Moldova population 3659000
123	2.38049221662565	1.94	74.9750731707317	Montenegro population 607814
125	3.61502328025429	6.256	49.7985853658537	Madagascar population 10877757
127	2.69109318709483	2.171	70.8685609756098	Macedonia, FYR population 1995338
128	3.35984206467051	7.086	43.4621463414634	Mali population 7713098
129	5.12646298324341	3.712	56.3167073170732	Myanmar population 40753329
130	2.70728362728815	4.691	60.0257317073171	Mongolia population 2089721
131	2.2820652638895	1.891	75.6058292682927	Macao SAR, China population 335952
133	2.67729238558759	6.039	55.5294146341463	Mauritania population 1916611
134	2.28686048396643	2.08	74.7429024390244	Malta population 347325
