group	size	x	y	tooltip
2	2.86619519487715	2.527	74.8370731707317	United Arab Emirates population 3132104
3	4.26270218723987	7.595	45.5672682926829	Afghanistan population 21347782
5	2.88726006184621	2.142	74.7236585365854	Albania population 3286084
6	2.85614742305822	1.684	71.4580487804878	Armenia population 3059960
7	3.85733032870025	6.751	45.9733170731707	Angola population 14385283
8	4.98998420885379	2.425	73.929512195122	Argentina population 37273361
10	3.38857367037922	1.33	78.5268292682927	Austria population 8042293
11	4.15770965792427	1.739	79.6341463414634	Australia population 19413000
12	2.14579685901782	1.848	73.7823902439024	Aruba population 92894
13	3.3945128400173	1.8	67.1476829268293	Azerbaijan population 8111200
14	2.96412767008693	1.363	74.5531707317073	Bosnia and Herzegovina population 3879353
15	2.25165785632992	1.534	75.5086829268293	Barbados population 268296
16	7.68484992389262	3.013	65.2083170731707	Bangladesh population 134729503
17	3.57050561073664	1.6632	77.9731707317073	Belgium population 10286570
18	3.69250305709985	6.208	50.5655609756098	Burkina Faso population 11946080
19	3.38667115767422	1.21	71.7682926829268	Bulgaria population 8020282
20	2.40815140116604	2.677	73.9182926829268	Bahrain population 698749
21	3.28046257053411	5.632	46.3363902439024	Burundi population 6839376
22	3.31151500702078	5.895	52.8190975609756	Benin population 7174911
24	2.28340660721711	2.341	76.4649024390244	Brunei Darussalam population 339114
25	3.44169533291045	4.063	63.3241707317073	Bolivia population 8669066
26	8.51533752730667	2.319	70.4396341463415	Brazil population 176968205
27	2.26768932878596	1.989	71.9696829268293	Bahamas, The population 303005
28	2.37190777297047	3.51	62.2373170731707	Bhutan population 580888
29	2.65326751878022	3.316	49.8115609756098	Botswana population 1783349
30	3.54287882913279	1.27	68.5073170731707	Belarus population 9928000
31	2.24039756969954	3.493	73.6489268292683	Belize population 245198
32	4.73035067709094	1.505	79.4878048780488	Canada population 31081900
33	5.39899289864432	6.835	45.9421951219512	Congo, Dem. Rep. population 48167045
34	2.94206674930035	5.392	43.5235365853659	Central African Republic population 3704045
35	2.87631773398421	4.899	54.2130487804878	Congo, Rep. population 3205636
36	3.31652998081082	1.38	80.1804878048781	Switzerland population 7229854
37	3.9843890252897	5.109	50.2505609756098	Cote d'Ivoire population 16420173
38	3.93661650390151	2.047	77.2072195121951	Chile population 15639289
39	3.98016980134639	4.947	49.7929756097561	Cameroon population 16350440
40	19.4667362952676	1.72	71.4055365853659	China population 1271850000
41	5.11898561060954	2.603	71.2736585365854	Colombia population 40558648
42	2.98067227021255	2.345	77.9749268292683	Costa Rica population 4013488
43	3.63698307182769	1.626	76.5796341463415	Cuba population 11175465
44	2.32728140199205	3.528	69.9698536585366	Cape Verde population 450812
46	2.47917742083393	1.658	78.0853414634146	Cyprus population 961481
47	3.56667643744762	1.14	75.1731707317073	Czech Republic population 10236491
48	6.44441768853077	1.35	78.3292682926829	Germany population 82349925
49	2.41830514309356	4.681	54.134756097561	Djibouti population 733732
50	3.13332422137345	1.74	76.7926829268293	Denmark population 5358783
52	3.45248928715345	2.863	71.1545365853659	Dominican Republic population 8799298
53	4.77688228513351	2.56	70.3811219512195	Algeria population 32150198
54	3.75066087604874	2.898	73.7380731707317	Ecuador population 12780869
55	2.5711307961049	1.34	70.2585365853659	Estonia population 1364101
56	6.01493845747862	3.247	69.6674390243902	Egypt, Arab Rep. population 67204189
57	2.99139110662388	5.334	56.5942926829268	Eritrea population 4101609
58	5.12520271610106	1.24	79.3682926829268	Spain population 40720484
59	6.03736063781157	5.894	52.2822195121951	Ethiopia population 67956866
60	3.11510481584353	1.73	77.9658536585366	Finland population 5188008
61	2.44090994020318	3.047	67.7929024390244	Fiji population 814700
62	2.15710255241952	4.204	67.3792682926829	Micronesia, Fed. Sts. population 107170
64	5.83625041561576	1.9	79.0585365853659	France population 61355725
65	2.547805859545	3.933	59.4977804878049	Gabon population 1255299
66	5.76531931237135	1.63	77.9926829268293	United Kingdom population 59107960
67	2.15298635571175	2.512	73.727	Grenada population 101849
68	3.02526641089519	1.601	71.8267317073171	Georgia population 4386400
69	4.15105084264287	4.607	58.7555365853659	Ghana population 19293392
70	2.11176157308962	2.451	66.9268292682927	Greenland population 56350
71	2.55029441355362	5.57	55.4654878048781	Gambia, The population 1266691
72	3.46039944544927	5.915	48.7298292682927	Guinea population 8895353
73	2.35666515613219	5.726	48.7555609756098	Equatorial Guinea population 534592
74	3.62037629410868	1.25	78.3878048780488	Greece population 10949957
75	3.65907229677962	4.717	68.2289512195122	Guatemala population 11478984
76	2.19103520039904	2.825	74.3608048780488	Guam population 156417
77	2.55788289001445	5.768	45.1468536585366	Guinea-Bissau population 1301748
78	2.42227891694323	2.451	64.9855609756098	Guyana population 747657
79	3.26869283334171	0.932	81.4243902439025	Hong Kong SAR, China population 6714300
80	3.2352335693172	3.883	70.6009756097561	Honduras population 6365040
81	3.03151763672371	1.38	74.5129268292683	Croatia population 4440000
82	3.44594695317178	4.182	58.5897073170732	Haiti population 8720247
83	3.56292720978674	1.31	72.2487804878049	Hungary population 10187576
84	9.1306273950594	2.419	65.9490731707317	Indonesia population 211970371
85	2.96249538868735	1.94	77.139756097561	Ireland population 3866243
86	3.24239417799093	2.92	79.4073170731707	Israel population 6439000
88	17.9420560772466	3.054	61.9687804878049	India population 1059500888
89	4.42487250034147	5.198	70.4345853658537	Iraq population 24516842
90	6.00457210597755	2.088	70.0585365853659	Iran, Islamic Rep. population 66857624
91	2.25948200412331	1.95	80.690243902439	Iceland population 284968
92	5.6968246799884	1.25	79.8292682926829	Italy population 56977217
93	2.18683399056971	1.404	77.7852682926829	Channel Islands population 149799
94	2.7898120932859	2.578	70.6056097560976	Jamaica population 2604788.61906298
95	3.08556441157796	3.796	72.1926585365854	Jordan population 4917000
96	7.52260158873053	1.33	81.4170731707317	Japan population 127149000
97	4.77585209841581	4.998	52.0180731707317	Kenya population 32126351
98	3.08866461452278	2.4	68.7073170731707	Kyrgyz Republic population 4945100
99	3.72941129264616	3.643	57.8964634146341	Cambodia population 12472586
101	2.35913964880719	5.313	58.0998048780488	Comoros population 541976
103	4.35086646908208	2.084	65.8982682926829	Korea, Dem. Rep. population 23043449
104	5.37028802085479	1.3	76.3375609756098	Korea, Rep. population 47357000
105	2.63799822809632	2.799	67.9475609756098	Kosovo population 1701154
106	2.68853136572193	2.508	73.8307804878049	Kuwait population 1980604
108	3.88763088851302	1.9	65.7682926829268	Kazakhstan population 14858335
109	3.14505142247835	4.011	61.9781707317073	Lao PDR population 5470169
110	2.89687539828122	2.272	70.7953170731707	Lebanon population 3357600
111	2.19243204964568	2.2	73.9543902439025	St. Lucia population 158650
113	4.12319254210304	2.216	71.7838048780488	Sri Lanka population 18797000
