group	size	x	y	tooltip
2	2.27625957281374	6.402	64.1599512195122	United Arab Emirates population 322439
3	3.67098620787838	7.697	35.9168780487805	Afghanistan population 11644377
5	2.73417576645751	4.688	67.5444634146342	Albania population 2251320
6	2.79566355164528	3.032	70.367512195122	Armenia population 2643464
7	3.21721900050432	7.232	37.8262195121951	Angola population 6180863
8	4.43814083872607	3.148	67.1246097560976	Argentina population 24785830
10	3.3448627773577	2.102	70.4136585365854	Austria population 7544201
11	3.77759284566471	2.744	71.4575609756098	Australia population 13177000
12	2.11545553161294	2.691	69.7986585365854	Aruba population 59849
13	3.13695817408925	4.348	65.1481219512195	Azerbaijan population 5393176
14	2.95409161724011	2.675	67.0786585365854	Bosnia and Herzegovina population 3799098
15	2.23847855606726	2.794	69.22	Barbados population 241367
16	6.0602653833018	6.931	38.9699024390244	Bangladesh population 68730070
17	3.52592571907241	2.09	71.4051219512195	Belgium population 9711115
18	3.18165124719469	6.7	41.9839756097561	Burkina Faso population 5825171
19	3.4339487405658	2.03	70.899512195122	Bulgaria population 8576200
20	2.23247904715206	6.089	65.4454878048781	Bahrain population 229588
21	2.92189944868014	6.811	43.9979756097561	Burundi population 3547335
22	2.85324823214195	6.823	41.1709024390244	Benin population 3039300
24	2.18164426347149	5.758	67.9030975609756	Brunei Darussalam population 141827
25	3.03026041422283	6.496	46.5489024390244	Bolivia population 4429194
26	6.91748328917876	4.782	59.3203902439024	Brazil population 100812672
27	2.20404484313965	3.469	66.4389756097561	Bahamas, The population 177844
28	2.27205273709819	6.679	41.5821219512195	Bhutan population 312823
29	2.42013218035716	6.579	55.6137317073171	Botswana population 740118
30	3.48431738664543	2.28	70.8183170731707	Belarus population 9188968
31	2.17167842041401	6.284	66.9684390243903	Belize population 127148
32	4.29668143901085	1.98	72.9339024390244	Canada population 21993630.7937617
33	4.25067397999883	6.271	44.4953902439024	Congo, Dem. Rep. population 21121467
34	2.67446266958237	5.953	43.503	Central African Republic population 1900665
35	2.58245420668554	6.297	54.1023414634146	Congo, Rep. population 1418556
36	3.22508554199726	1.923	73.6443902439025	Switzerland population 6260956
37	3.17375468748559	7.937	45.5173902439024	Cote d'Ivoire population 5747633
38	3.5430000939482	3.679	63.3829756097561	Chile population 9929560
39	3.30780262609837	6.283	47.1336829268293	Cameroon population 7134374
40	16.379860043019	4.91	64.5144390243902	China population 862030000
41	4.3180278688728	5.153	61.5095609756098	Colombia population 22404289
42	2.67633562541482	4.488	67.8722195121951	Costa Rica population 1911212
43	3.47103651423299	3.646	70.6360975609756	Cuba population 9025344
44	2.26326773050346	6.887	54.2333902439024	Cape Verde population 293218
46	2.38680290774961	2.491	73.0211219512195	Cyprus population 628000
47	3.53817884866309	2.09	70.1765853658537	Czech Republic population 9867632
48	6.34448437103985	1.71	70.7942682926829	Germany population 78688452
49	2.20485440840181	7.244	44.1437804878049	Djibouti population 179224
50	3.09377510319291	2.029	73.4390243902439	Denmark population 4991596
52	3.07035264807547	5.782	59.5522682926829	Dominican Republic population 4780283
53	3.92871040824655	7.394	54.1790731707317	Algeria population 15511892
54	3.23632961007778	6.07	58.6400731707317	Ecuador population 6376333
55	2.57706756847251	2.16	70.0723902439024	Estonia population 1392518
56	5.01682273342538	5.763	51.4764146341463	Egypt, Arab Rep. population 37945429
57	2.67291966562053	6.542	43.9723170731707	Eritrea population 1891998
58	4.87669744281241	2.842	72.8180487804878	Spain population 34502705
59	4.68845725457884	6.81	43.4958536585366	Ethiopia population 30135531
60	3.05447703178368	1.593	70.7073170731707	Finland population 4639657
61	2.3594183980601	4.275	60.5824634146342	Fiji population 542811
62	2.11797219676364	6.894	62.5205853658537	Micronesia, Fed. Sts. population 62298
64	5.55793895389181	2.38	72.1073170731707	France population 52776806
65	2.3818063047982	4.854	48.2733658536585	Gabon population 611990
66	5.66779846876603	2.204	72.1243902439024	United Kingdom population 56086065
67	2.1466523647608	4.537	64.3186829268293	Grenada population 93937
68	3.00385728073467	2.579	67.7671707317073	Georgia population 4205300
69	3.47578981549345	6.915	49.8064146341463	Ghana population 9083737
71	2.33586372854073	6.185	40.2113902439024	Gambia, The population 474538
72	3.01339717474573	6.858	34.8026585365854	Guinea population 4285526
73	2.25478207768989	5.68	40.3473658536585	Equatorial Guinea population 274892
74	3.45984703501483	2.315	72.2271463414634	Greece population 8888628
75	3.17085747293194	6.208	53.460487804878	Guatemala population 5719315
76	2.14136200226338	4.137	66.6707317073171	Guam population 87585
77	2.41401234381646	6.812	37.7023170731707	Guinea-Bissau population 718837
78	2.41892515697482	5.076	56.9659512195122	Guyana population 735896
79	2.99404802061693	3.315	71.4560975609756	Hong Kong SAR, China population 4123600
80	2.8255222592138	7.111	53.6640975609756	Honduras population 2845261
81	3.03349240366208	1.975	69.3906341463415	Croatia population 4457000
82	3.08155080414593	5.643	47.7953902439024	Haiti population 4880740
83	3.57902966954616	1.931	69.6646341463415	Hungary population 10398489
84	7.36452378276104	5.338	53.0944390243903	Indonesia population 119974444
85	2.85290377320474	3.874	71.1745853658537	Ireland population 3036850
86	2.86839346190515	3.77	71.0780487804878	Israel population 3148000
88	13.8033637773983	5.323	50.5047317073171	India population 580798773
89	3.5942508160104	7.234	59.0554390243902	Iraq population 10599846
90	4.69062641772604	6.293	52.7490487804878	Iran, Islamic Rep. population 30184173
91	2.22167719178542	3.088	74.4558536585366	Iceland population 209137
92	5.61162318511515	2.359	72.0753658536586	Italy population 54381345
93	2.16918934404716	1.918	71.9380487804878	Channel Islands population 123611
94	2.67880502505806	5.108	68.7057317073171	Jamaica population 1925162.4
95	2.62516165205533	7.818	62.33	Jordan population 1633558.4
96	7.07059544454916	2.14	73.5065853658537	Japan population 107188000
97	3.70218939437002	8.012	53.3859512195122	Kenya population 12083159
98	2.86009449716653	4.724	60.8103414634146	Kyrgyz Republic population 3088200
99	3.32602339150204	5.534	40.3466097560976	Cambodia population 7334436
101	2.2386806493322	7.058	48.6736585365854	Comoros population 241769
103	3.91013469784876	3.761	63.1322195121951	Korea, Dem. Rep. population 15214618
104	4.82464977015276	4.14	62.8365853658537	Korea, Rep. population 33265648
106	2.45500039172857	6.975	67.6563902439025	Kuwait population 867326
108	3.8019389490996	3.44	62.7415609756098	Kazakhstan population 13540301
109	2.82431126565921	5.99	46.4748292682927	Lao PDR population 2836932
110	2.76072023329848	4.845	65.2990731707317	Lebanon population 2416743
111	2.15655803831789	5.813	64.6343658536585	St. Lucia population 106458
113	3.75614210936527	4.083	63.898487804878	Sri Lanka population 12861000
114	2.59846071851058	6.777	42.0617317073171	Liberia population 1497356
115	2.50686194740764	5.802	49.4942682926829	Lesotho population 1075281
116	2.87741006989724	2.33	71.0246341463415	Lithuania population 3213622
117	2.28655719541165	1.72	70.1051463414634	Luxembourg population 346600
118	2.7573911137525	2	69.8787804878049	Latvia population 2395674
119	2.73351547488172	7.584	52.6626097560976	Libya population 2247280
120	3.99594778089292	6.897	52.5041951219512	Morocco population 16611970
122	2.86618079428743	2.542	64.9733658536585	Moldova population 3132000
123	2.35872128596708	2.37	70.2130975609756	Montenegro population 540724
125	3.29100433963568	7.318	44.6895609756098	Madagascar population 6952383
127	2.64217508767776	2.877	67.3048048780488	Macedonia, FYR population 1723445
128	3.18852741295095	6.924	35.5683414634146	Mali population 5893113
